,X,trial,trial_reward,total_reward,optimal_path,chosen_path,habit_path,distance,optimality,habit_test_trial,n_habit_test_trial,id,on_optimal_path
1441,41,41,19,646,4,4,3,3,True,0,0,22,True
1442,42,42,20,666,3,3,3,0,True,0,0,22,True
1443,43,43,15,681,3,3,3,0,True,0,0,22,True
1444,44,44,21,702,2,2,3,1,True,0,0,22,True
1445,45,45,10,712,3,3,3,0,True,0,0,22,True
1446,46,46,22,734,4,5,3,3,False,0,0,22,True
1447,47,47,22,756,2,2,3,1,True,0,0,22,True
1448,48,48,21,777,2,2,3,1,True,0,0,22,True
1449,49,49,10,787,3,3,3,0,True,0,0,22,True
1450,50,50,18,805,3,3,3,0,True,0,0,22,True
1451,51,51,9,814,3,3,3,0,True,0,0,22,True
1452,52,52,19,833,1,1,3,2,True,0,0,22,True
1453,53,53,19,852,5,5,3,3,True,0,0,22,True
1454,54,54,17,869,2,2,3,1,True,0,0,22,False
1455,55,55,17,886,3,3,3,0,True,0,0,22,True
1456,56,56,15,901,1,1,3,2,True,0,0,22,True
1457,57,57,19,920,3,3,3,0,True,0,0,22,True
1458,58,58,17,937,1,1,3,2,True,0,0,22,True
1459,59,59,15,952,2,2,3,1,True,0,0,22,True
1460,60,60,18,970,3,2,3,0,False,1,3,22,True
1461,61,61,10,980,3,3,3,0,True,0,0,22,True
1462,62,62,24,1004,3,3,3,0,True,0,0,22,True
1463,63,63,16,1020,3,3,3,0,True,0,0,22,True
1464,64,64,16,1036,3,3,3,0,True,0,0,22,True
1465,65,65,8,1044,3,7,3,0,False,0,0,22,True
1466,66,66,22,1066,3,3,3,0,True,0,0,22,True
1467,67,67,14,1080,3,3,3,0,True,0,0,22,True
1468,68,68,15,1095,6,6,3,3,True,0,0,22,True
1469,69,69,20,1115,6,6,3,3,True,0,0,22,True
1470,70,70,16,1131,2,2,3,1,True,0,0,22,True
1471,71,71,13,1144,1,1,3,2,True,0,0,22,True
1472,72,72,12,1156,1,5,3,2,False,0,0,22,True
1473,73,73,16,1172,6,6,3,3,True,0,0,22,False
1474,74,74,22,1194,3,3,3,0,True,0,0,22,True
1475,75,75,17,1211,1,1,3,2,True,0,0,22,True
1476,76,76,21,1232,2,3,3,1,False,0,0,22,True
1477,77,77,21,1253,5,5,3,3,True,0,0,22,True
1478,78,78,11,1264,3,2,3,0,False,0,0,22,True
1479,79,79,17,1281,1,1,3,2,True,0,0,22,True
1480,80,80,23,1304,1,1,3,2,True,0,0,22,True
1481,81,81,23,1327,1,1,3,2,True,0,0,22,True
1482,82,82,25,1352,6,6,3,3,True,0,0,22,True
1483,83,83,10,1362,3,7,3,0,False,1,4,22,True
1484,84,84,12,1374,3,7,3,0,False,0,0,22,True
1485,85,85,12,1386,3,3,3,0,True,0,0,22,False
1486,86,86,22,1408,6,6,3,3,True,0,0,22,True
1487,87,87,12,1420,3,2,3,0,False,0,0,22,True
1488,88,88,17,1437,3,3,3,0,True,0,0,22,True
1489,89,89,19,1456,3,3,3,0,True,0,0,22,True
1490,90,90,20,1476,3,6,3,0,False,0,0,22,True
1491,91,91,20,1496,3,3,3,0,True,0,0,22,True
1492,92,92,21,1517,3,3,3,0,True,0,0,22,True
1493,93,93,18,1535,2,2,3,1,True,0,0,22,True
1494,94,94,20,1555,2,2,3,1,True,0,0,22,True
1495,95,95,19,1574,2,2,3,1,True,0,0,22,True
1496,96,96,22,1596,3,3,3,0,True,0,0,22,True
1497,97,97,17,1613,4,4,3,3,True,0,0,22,True
1498,98,98,19,1632,3,3,3,0,True,0,0,22,True
1499,99,99,18,1650,1,1,3,2,True,0,0,22,True
1500,0,0,19,19,3,0,2,1,False,0,0,23,True
1501,1,1,10,29,1,6,2,2,False,0,0,23,True
1502,2,2,18,47,2,2,2,0,True,0,0,23,True
1503,3,3,17,64,2,2,2,0,True,0,0,23,True
1504,4,4,17,81,2,2,2,0,True,0,0,23,True
1505,5,5,17,98,3,2,2,1,False,0,0,23,True
1506,6,6,15,113,7,7,2,3,True,0,0,23,True
1507,7,7,23,136,2,2,2,0,True,0,0,23,True
1508,8,8,17,153,2,2,2,0,True,0,0,23,True
1509,9,9,16,169,3,0,2,1,False,0,0,23,True
1510,10,10,16,185,2,2,2,0,True,0,0,23,True
1511,11,11,10,195,2,6,2,0,False,0,0,23,True
1512,12,12,22,217,2,2,2,0,True,0,0,23,True
1513,13,13,10,227,2,1,2,0,False,0,0,23,True
1514,14,14,20,247,3,2,2,1,False,0,0,23,True
1515,15,15,14,261,4,4,2,3,True,0,0,23,True
1516,16,16,6,267,2,5,2,0,False,0,0,23,True
1517,17,17,9,276,4,4,2,3,True,0,0,23,False
1518,18,18,12,288,2,2,2,0,True,0,0,23,True
1519,19,19,17,305,2,2,2,0,True,0,0,23,True
1520,20,20,21,326,1,1,2,2,True,0,0,23,True
1521,21,21,13,339,1,0,2,2,False,0,0,23,True
1522,22,22,7,346,6,2,2,3,False,0,0,23,True
1523,23,23,7,353,2,5,2,0,False,1,1,23,True
1524,24,24,20,373,2,2,2,0,True,0,0,23,True
1525,25,25,17,390,1,0,2,2,False,0,0,23,True
1526,26,26,14,404,2,2,2,0,True,0,0,23,True
1527,27,27,6,410,3,2,2,1,False,0,0,23,True
1528,28,28,18,428,1,2,2,2,False,0,0,23,True
1529,29,29,13,441,5,5,2,3,True,0,0,23,True
1530,30,30,11,452,3,2,2,1,False,0,0,23,True
1531,31,31,11,463,2,6,2,0,False,0,0,23,True
1532,32,32,16,479,3,0,2,1,False,0,0,23,True
1533,33,33,18,497,2,2,2,0,True,0,0,23,True
1534,34,34,12,509,2,2,2,0,True,0,0,23,True
1535,35,35,20,529,6,2,2,3,False,0,0,23,True
1536,36,36,19,548,2,2,2,0,True,0,0,23,True
1537,37,37,22,570,2,2,2,0,True,0,0,23,True
1538,38,38,17,587,3,7,2,1,False,0,0,23,True
1539,39,39,15,602,6,2,2,3,False,0,0,23,True
1540,40,40,10,612,2,2,2,0,True,1,2,23,True
1541,41,41,14,626,2,2,2,0,True,0,0,23,True
1542,42,42,23,649,1,1,2,2,True,0,0,23,True
1543,43,43,7,656,2,7,2,0,False,0,0,23,True
1544,44,44,13,669,1,1,2,2,True,0,0,23,True
1545,45,45,15,684,2,2,2,0,True,0,0,23,True
1546,46,46,9,693,2,2,2,0,True,0,0,23,True
1547,47,47,15,708,1,2,2,2,False,0,0,23,True
1548,48,48,13,721,6,6,2,3,True,0,0,23,True
1549,49,49,12,733,3,3,2,1,True,0,0,23,True
1550,50,50,14,747,1,1,2,2,True,0,0,23,True
1551,51,51,8,755,4,2,2,3,False,0,0,23,True
1552,52,52,14,769,1,0,2,2,False,0,0,23,True
1553,53,53,21,790,5,6,2,3,False,0,0,23,True
1554,54,54,13,803,2,2,2,0,True,0,0,23,True
1555,55,55,13,816,2,2,2,0,True,0,0,23,True
1556,56,56,21,837,3,3,2,1,True,0,0,23,True
1557,57,57,13,850,2,2,2,0,True,0,0,23,True
1558,58,58,8,858,2,2,2,0,True,0,0,23,True
1559,59,59,9,867,2,2,2,0,True,0,0,23,True
1560,60,60,14,881,5,3,2,3,False,0,0,23,True
1561,61,61,20,901,2,2,2,0,True,1,3,23,True
1562,62,62,17,918,3,2,2,1,False,0,0,23,True
1563,63,63,11,929,2,2,2,0,True,0,0,23,True
1564,64,64,25,954,2,2,2,0,True,0,0,23,True
1565,65,65,18,972,3,3,2,1,True,0,0,23,True
1566,66,66,17,989,6,1,2,3,False,0,0,23,True
1567,67,67,14,1003,3,2,2,1,False,0,0,23,True
1568,68,68,16,1019,3,3,2,1,True,0,0,23,True
1569,69,69,13,1032,2,2,2,0,True,0,0,23,True
1570,70,70,22,1054,2,2,2,0,True,0,0,23,True
1571,71,71,9,1063,6,1,2,3,False,0,0,23,False
1572,72,72,15,1078,3,2,2,1,False,0,0,23,False
1573,73,73,25,1103,2,2,2,0,True,0,0,23,True
1574,74,74,17,1120,5,5,2,3,True,0,0,23,True
1575,75,75,20,1140,1,4,2,2,False,0,0,23,True
1576,76,76,13,1153,2,2,2,0,True,0,0,23,True
1577,77,77,19,1172,1,1,2,2,True,0,0,23,True
1578,78,78,21,1193,2,2,2,0,True,0,0,23,True
1579,79,79,22,1215,2,2,2,0,True,0,0,23,True
1580,80,80,11,1226,2,2,2,0,True,1,4,23,True
1581,81,81,15,1241,2,2,2,0,True,0,0,23,True
1582,82,82,15,1256,1,1,2,2,True,0,0,23,True
1583,83,83,18,1274,4,1,2,3,False,0,0,23,True
1584,84,84,15,1289,5,5,2,3,True,0,0,23,True
1585,85,85,20,1309,2,4,2,0,False,0,0,23,True
1586,86,86,17,1326,1,0,2,2,False,0,0,23,True
1587,87,87,9,1335,2,2,2,0,True,0,0,23,True
1588,88,88,21,1356,3,2,2,1,False,0,0,23,False
1589,89,89,16,1372,4,5,2,3,False,0,0,23,True
1590,90,90,13,1385,2,2,2,0,True,0,0,23,True
1591,91,91,12,1397,1,1,2,2,True,0,0,23,True
1592,92,92,10,1407,2,2,2,0,True,0,0,23,True
1593,93,93,13,1420,2,2,2,0,True,0,0,23,True
1594,94,94,23,1443,3,3,2,1,True,0,0,23,True
1595,95,95,13,1456,2,2,2,0,True,0,0,23,True
1596,96,96,19,1475,2,2,2,0,True,0,0,23,True
1597,97,97,11,1486,2,1,2,0,False,0,0,23,True
1598,98,98,14,1500,2,2,2,0,True,0,0,23,True
1599,99,99,21,1521,3,2,2,1,False,0,0,23,True
1600,0,0,21,21,2,3,2,0,False,0,0,24,True
1601,1,1,14,35,1,1,2,2,True,0,0,24,True
1602,2,2,10,45,5,1,2,3,False,0,0,24,True
1603,3,3,23,68,2,3,2,0,False,0,0,24,True
1604,4,4,9,77,2,3,2,0,False,0,0,24,True
1605,5,5,24,101,2,2,2,0,True,0,0,24,True
1606,6,6,10,111,0,0,2,2,True,0,0,24,True
1607,7,7,14,125,7,7,2,3,True,0,0,24,True
1608,8,8,8,133,1,0,2,2,False,0,0,24,True
1609,9,9,13,146,0,0,2,2,True,0,0,24,True
1610,10,10,11,157,7,7,2,3,True,0,0,24,True
1611,11,11,20,177,2,2,2,0,True,0,0,24,True
1612,12,12,22,199,1,1,2,2,True,0,0,24,True
1613,13,13,15,214,2,2,2,0,True,0,0,24,True
1614,14,14,17,231,3,3,2,1,True,0,0,24,True
1615,15,15,19,250,2,6,2,0,False,0,0,24,True
1616,16,16,20,270,2,1,2,0,False,0,0,24,True
1617,17,17,9,279,2,4,2,0,False,0,0,24,True
1618,18,18,15,294,4,4,2,3,True,0,0,24,True
1619,19,19,14,308,2,2,2,0,True,0,0,24,True
1620,20,20,18,326,4,2,2,3,False,0,0,24,True
1621,21,21,20,346,3,2,2,1,False,0,0,24,True
1622,22,22,17,363,2,4,2,0,False,1,1,24,True
1623,23,23,14,377,2,3,2,0,False,0,0,24,True
1624,24,24,15,392,2,2,2,0,True,0,0,24,True
1625,25,25,20,412,2,2,2,0,True,0,0,24,True
1626,26,26,9,421,4,5,2,3,False,0,0,24,True
1627,27,27,19,440,2,2,2,0,True,0,0,24,True
1628,28,28,20,460,2,2,2,0,True,0,0,24,True
1629,29,29,8,468,2,7,2,0,False,0,0,24,True
1630,30,30,17,485,0,2,2,2,False,0,0,24,False
1631,31,31,11,496,5,5,2,3,True,0,0,24,True
1632,32,32,10,506,2,2,2,0,True,0,0,24,True
1633,33,33,15,521,3,3,2,1,True,0,0,24,True
1634,34,34,24,545,3,3,2,1,True,0,0,24,True
1635,35,35,17,562,1,0,2,2,False,0,0,24,False
1636,36,36,13,575,3,3,2,1,True,0,0,24,True
1637,37,37,20,595,2,2,2,0,True,0,0,24,True
1638,38,38,15,610,4,0,2,3,False,0,0,24,True
1639,39,39,23,633,2,2,2,0,True,0,0,24,True
1640,40,40,8,641,2,0,2,0,False,1,2,24,True
1641,41,41,20,661,5,4,2,3,False,0,0,24,True
1642,42,42,16,677,1,1,2,2,True,0,0,24,True
1643,43,43,11,688,2,2,2,0,True,0,0,24,True
1644,44,44,14,702,2,2,2,0,True,0,0,24,True
1645,45,45,15,717,2,2,2,0,True,0,0,24,True
1646,46,46,14,731,2,0,2,0,False,0,0,24,True
1647,47,47,11,742,3,1,2,1,False,0,0,24,True
1648,48,48,13,755,2,2,2,0,True,0,0,24,True
1649,49,49,25,780,3,3,2,1,True,0,0,24,True
1650,50,50,9,789,2,1,2,0,False,0,0,24,True
1651,51,51,19,808,2,2,2,0,True,0,0,24,True
1652,52,52,20,828,2,6,2,0,False,0,0,24,True
1653,53,53,9,837,2,7,2,0,False,0,0,24,False
1654,54,54,18,855,2,2,2,0,True,0,0,24,True
1655,55,55,15,870,2,2,2,0,True,0,0,24,True
1656,56,56,21,891,5,5,2,3,True,0,0,24,True
1657,57,57,14,905,3,3,2,1,True,0,0,24,True
1658,58,58,8,913,2,2,2,0,True,0,0,24,True
1659,59,59,20,933,6,7,2,3,False,0,0,24,True
1660,60,60,15,948,2,3,2,0,False,1,3,24,True
1661,61,61,20,968,1,1,2,2,True,0,0,24,True
1662,62,62,20,988,3,3,2,1,True,0,0,24,True
1663,63,63,22,1010,2,2,2,0,True,0,0,24,True
1664,64,64,24,1034,2,2,2,0,True,0,0,24,True
1665,65,65,19,1053,2,2,2,0,True,0,0,24,True
1666,66,66,13,1066,1,3,2,2,False,0,0,24,True
1667,67,67,17,1083,1,0,2,2,False,0,0,24,False
1668,68,68,16,1099,2,3,2,0,False,0,0,24,True
1669,69,69,19,1118,4,7,2,3,False,0,0,24,True
1670,70,70,16,1134,1,1,2,2,True,0,0,24,True
1671,71,71,21,1155,2,2,2,0,True,0,0,24,True
1672,72,72,15,1170,4,7,2,3,False,0,0,24,True
1673,73,73,19,1189,2,2,2,0,True,0,0,24,True
1674,74,74,10,1199,3,0,2,1,False,0,0,24,True
1675,75,75,25,1224,1,1,2,2,True,0,0,24,True
1676,76,76,13,1237,6,5,2,3,False,0,0,24,False
1677,77,77,14,1251,2,7,2,0,False,0,0,24,True
1678,78,78,10,1261,2,1,2,0,False,0,0,24,True
1679,79,79,23,1284,2,2,2,0,True,0,0,24,True
1680,80,80,12,1296,2,2,2,0,True,1,4,24,True
1681,81,81,22,1318,2,2,2,0,True,0,0,24,True
1682,82,82,27,1345,1,1,2,2,True,0,0,24,True
1683,83,83,20,1365,4,4,2,3,True,0,0,24,False
1684,84,84,18,1383,3,2,2,1,False,0,0,24,True
1685,85,85,15,1398,3,3,2,1,True,0,0,24,True
1686,86,86,17,1415,1,1,2,2,True,0,0,24,True
1687,87,87,14,1429,3,3,2,1,True,0,0,24,True
1688,88,88,21,1450,1,1,2,2,True,0,0,24,True
1689,89,89,19,1469,2,2,2,0,True,0,0,24,True
1690,90,90,16,1485,5,5,2,3,True,0,0,24,True
1691,91,91,16,1501,5,5,2,3,True,0,0,24,True
1692,92,92,17,1518,3,3,2,1,True,0,0,24,True
1693,93,93,14,1532,2,2,2,0,True,0,0,24,True
1694,94,94,18,1550,2,2,2,0,True,0,0,24,True
1695,95,95,19,1569,1,1,2,2,True,0,0,24,False
1696,96,96,23,1592,5,5,2,3,True,0,0,24,True
1697,97,97,14,1606,3,3,2,1,True,0,0,24,True
1698,98,98,10,1616,2,3,2,0,False,0,0,24,True
1699,99,99,16,1632,2,2,2,0,True,0,0,24,True
1700,0,0,16,16,5,3,5,0,False,0,0,25,True
1701,1,1,16,32,4,4,5,1,True,0,0,25,True
1702,2,2,19,51,3,3,5,3,True,0,0,25,True
1703,3,3,18,69,5,5,5,0,True,0,0,25,True
1704,4,4,14,83,5,5,5,0,True,0,0,25,True
1705,5,5,9,92,5,5,5,0,True,0,0,25,True
1706,6,6,19,111,1,5,5,3,False,0,0,25,True
1707,7,7,16,127,4,4,5,1,True,0,0,25,True
1708,8,8,15,142,5,5,5,0,True,0,0,25,True
1709,9,9,11,153,5,5,5,0,True,0,0,25,True
1710,10,10,6,159,0,6,5,3,False,0,0,25,True
1711,11,11,10,169,0,3,5,3,False,0,0,25,True
1712,12,12,7,176,1,3,5,3,False,0,0,25,True
1713,13,13,12,188,5,5,5,0,True,0,0,25,True
1714,14,14,16,204,0,0,5,3,True,0,0,25,True
1715,15,15,6,210,0,6,5,3,False,0,0,25,False
1716,16,16,26,236,5,5,5,0,True,0,0,25,True
1717,17,17,17,253,7,7,5,2,True,0,0,25,True
1718,18,18,23,276,5,5,5,0,True,0,0,25,True
1719,19,19,9,285,5,5,5,0,True,0,0,25,True
1720,20,20,17,302,2,5,5,3,False,0,0,25,True
1721,21,21,8,310,5,3,5,0,False,1,1,25,True
1722,22,22,6,316,1,0,5,3,False,0,0,25,True
1723,23,23,24,340,5,5,5,0,True,0,0,25,True
1724,24,24,8,348,4,5,5,1,False,0,0,25,True
1725,25,25,20,368,5,5,5,0,True,0,0,25,True
1726,26,26,11,379,4,5,5,1,False,0,0,25,True
1727,27,27,16,395,5,5,5,0,True,0,0,25,True
1728,28,28,15,410,5,5,5,0,True,0,0,25,True
1729,29,29,11,421,6,4,5,2,False,0,0,25,True
1730,30,30,10,431,5,5,5,0,True,0,0,25,True
1731,31,31,21,452,0,5,5,3,False,0,0,25,True
1732,32,32,10,462,5,5,5,0,True,0,0,25,True
1733,33,33,6,468,0,7,5,3,False,0,0,25,True
1734,34,34,7,475,6,5,5,2,False,0,0,25,True
1735,35,35,10,485,5,5,5,0,True,0,0,25,True
1736,36,36,17,502,5,5,5,0,True,0,0,25,True
1737,37,37,18,520,6,0,5,2,False,0,0,25,True
1738,38,38,12,532,5,5,5,0,True,0,0,25,True
1739,39,39,9,541,6,5,5,2,False,0,0,25,True
1740,40,40,16,557,5,3,5,0,False,1,2,25,True
1741,41,41,8,565,4,0,5,1,False,0,0,25,False
1742,42,42,13,578,1,1,5,3,True,0,0,25,True
1743,43,43,14,592,3,3,5,3,True,0,0,25,False
1744,44,44,17,609,1,1,5,3,True,0,0,25,True
1745,45,45,16,625,6,2,5,2,False,0,0,25,True
1746,46,46,14,639,5,5,5,0,True,0,0,25,True
1747,47,47,19,658,5,5,5,0,True,0,0,25,True
1748,48,48,22,680,5,5,5,0,True,0,0,25,True
1749,49,49,13,693,5,5,5,0,True,0,0,25,True
1750,50,50,17,710,5,5,5,0,True,0,0,25,True
1751,51,51,13,723,3,0,5,3,False,0,0,25,True
1752,52,52,20,743,4,0,5,1,False,0,0,25,True
1753,53,53,12,755,3,0,5,3,False,0,0,25,True
1754,54,54,24,779,5,5,5,0,True,0,0,25,True
1755,55,55,11,790,5,5,5,0,True,0,0,25,True
1756,56,56,11,801,6,5,5,2,False,0,0,25,False
1757,57,57,16,817,4,4,5,1,True,0,0,25,True
1758,58,58,19,836,6,5,5,2,False,0,0,25,True
1759,59,59,9,845,5,5,5,0,True,0,0,25,True
1760,60,60,11,856,5,7,5,0,False,1,3,25,True
1761,61,61,14,870,5,5,5,0,True,0,0,25,True
1762,62,62,12,882,5,1,5,0,False,0,0,25,True
1763,63,63,10,892,6,4,5,2,False,0,0,25,True
1764,64,64,19,911,5,0,5,0,False,0,0,25,False
1765,65,65,22,933,5,5,5,0,True,0,0,25,True
1766,66,66,13,946,5,5,5,0,True,0,0,25,True
1767,67,67,17,963,4,4,5,1,True,0,0,25,True
1768,68,68,15,978,6,6,5,2,True,0,0,25,True
1769,69,69,17,995,5,5,5,0,True,0,0,25,True
1770,70,70,12,1007,6,5,5,2,False,0,0,25,True
1771,71,71,17,1024,6,7,5,2,False,0,0,25,False
1772,72,72,18,1042,4,4,5,1,True,0,0,25,True
1773,73,73,15,1057,5,4,5,0,False,0,0,25,False
1774,74,74,16,1073,5,5,5,0,True,0,0,25,True
1775,75,75,23,1096,2,2,5,3,True,0,0,25,True
1776,76,76,19,1115,5,5,5,0,True,0,0,25,True
1777,77,77,15,1130,5,6,5,0,False,0,0,25,True
1778,78,78,14,1144,2,0,5,3,False,0,0,25,True
1779,79,79,16,1160,4,4,5,1,True,0,0,25,True
1780,80,80,14,1174,2,0,5,3,False,0,0,25,False
1781,81,81,17,1191,3,3,5,3,True,0,0,25,True
1782,82,82,9,1200,5,5,5,0,True,1,4,25,True
1783,83,83,17,1217,5,5,5,0,True,0,0,25,True
1784,84,84,15,1232,4,4,5,1,True,0,0,25,True
1785,85,85,18,1250,6,5,5,2,False,0,0,25,True
1786,86,86,12,1262,4,4,5,1,True,0,0,25,True
1787,87,87,21,1283,5,5,5,0,True,0,0,25,True
1788,88,88,15,1298,5,5,5,0,True,0,0,25,True
1789,89,89,14,1312,4,4,5,1,True,0,0,25,False
1790,90,90,17,1329,5,5,5,0,True,0,0,25,True
1791,91,91,21,1350,5,5,5,0,True,0,0,25,True
1792,92,92,23,1373,6,6,5,2,True,0,0,25,True
1793,93,93,23,1396,5,5,5,0,True,0,0,25,True
1794,94,94,17,1413,4,4,5,1,True,0,0,25,False
1795,95,95,22,1435,6,6,5,2,True,0,0,25,True
1796,96,96,21,1456,5,5,5,0,True,0,0,25,True
1797,97,97,11,1467,5,5,5,0,True,0,0,25,True
1798,98,98,22,1489,5,5,5,0,True,0,0,25,True
1799,99,99,25,1514,3,3,5,3,True,0,0,25,True
1800,0,0,7,7,2,0,2,0,False,0,0,26,True
1801,1,1,7,14,2,1,2,0,False,0,0,26,True
1802,2,2,12,26,2,2,2,0,True,0,0,26,True
1803,3,3,5,31,4,0,2,3,False,0,0,26,True
1804,4,4,17,48,0,0,2,2,True,0,0,26,True
1805,5,5,10,58,1,1,2,2,True,0,0,26,True
1806,6,6,14,72,1,0,2,2,False,0,0,26,True
1807,7,7,18,90,2,0,2,0,False,0,0,26,True
1808,8,8,14,104,2,2,2,0,True,0,0,26,True
1809,9,9,14,118,2,2,2,0,True,0,0,26,True
1810,10,10,17,135,2,0,2,0,False,0,0,26,True
1811,11,11,16,151,7,3,2,3,False,0,0,26,True
1812,12,12,16,167,0,0,2,2,True,0,0,26,True
1813,13,13,20,187,1,0,2,2,False,0,0,26,True
1814,14,14,14,201,0,0,2,2,True,0,0,26,True
1815,15,15,5,206,2,4,2,0,False,0,0,26,True
1816,16,16,17,223,2,0,2,0,False,0,0,26,True
1817,17,17,18,241,2,0,2,0,False,0,0,26,True
1818,18,18,11,252,2,0,2,0,False,0,0,26,True
1819,19,19,13,265,2,0,2,0,False,0,0,26,False
1820,20,20,9,274,1,0,2,2,False,0,0,26,True
1821,21,21,13,287,2,0,2,0,False,1,1,26,True
1822,22,22,20,307,1,0,2,2,False,0,0,26,True
1823,23,23,16,323,0,0,2,2,True,0,0,26,True
1824,24,24,8,331,4,5,2,3,False,0,0,26,True
1825,25,25,8,339,2,4,2,0,False,0,0,26,True
1826,26,26,12,351,2,7,2,0,False,0,0,26,True
1827,27,27,15,366,2,0,2,0,False,0,0,26,True
1828,28,28,17,383,5,2,2,3,False,0,0,26,True
1829,29,29,20,403,0,0,2,2,True,0,0,26,True
1830,30,30,14,417,2,7,2,0,False,0,0,26,True
1831,31,31,8,425,1,0,2,2,False,0,0,26,True
1832,32,32,21,446,0,0,2,2,True,0,0,26,False
1833,33,33,17,463,1,0,2,2,False,0,0,26,True
1834,34,34,10,473,2,4,2,0,False,0,0,26,True
1835,35,35,8,481,2,3,2,0,False,0,0,26,True
1836,36,36,8,489,2,0,2,0,False,0,0,26,True
1837,37,37,11,500,3,3,2,1,True,0,0,26,True
1838,38,38,9,509,0,0,2,2,True,0,0,26,True
1839,39,39,21,530,1,0,2,2,False,0,0,26,True
1840,40,40,12,542,6,7,2,3,False,0,0,26,True
1841,41,41,9,551,2,0,2,0,False,1,2,26,True
1842,42,42,12,563,2,0,2,0,False,0,0,26,True
1843,43,43,10,573,2,3,2,0,False,0,0,26,True
1844,44,44,14,587,2,0,2,0,False,0,0,26,True
1845,45,45,18,605,3,3,2,1,True,0,0,26,True
1846,46,46,13,618,6,2,2,3,False,0,0,26,True
1847,47,47,16,634,2,0,2,0,False,0,0,26,True
1848,48,48,20,654,6,7,2,3,False,0,0,26,False
1849,49,49,15,669,5,7,2,3,False,0,0,26,False
1850,50,50,10,679,1,7,2,2,False,0,0,26,True
1851,51,51,16,695,2,2,2,0,True,0,0,26,True
1852,52,52,25,720,3,3,2,1,True,0,0,26,True
1853,53,53,18,738,2,2,2,0,True,0,0,26,True
1854,54,54,10,748,2,0,2,0,False,0,0,26,True
1855,55,55,9,757,2,7,2,0,False,0,0,26,True
1856,56,56,21,778,2,2,2,0,True,0,0,26,True
1857,57,57,7,785,2,0,2,0,False,0,0,26,True
1858,58,58,21,806,2,2,2,0,True,0,0,26,True
1859,59,59,21,827,2,2,2,0,True,0,0,26,True
1860,60,60,23,850,3,3,2,1,True,0,0,26,True
1861,61,61,7,857,5,0,2,3,False,0,0,26,True
1862,62,62,18,875,2,0,2,0,False,1,3,26,True
1863,63,63,17,892,3,3,2,1,True,0,0,26,True
1864,64,64,11,903,3,0,2,1,False,0,0,26,False
1865,65,65,15,918,1,3,2,2,False,0,0,26,True
1866,66,66,15,933,2,0,2,0,False,0,0,26,True
1867,67,67,22,955,2,2,2,0,True,0,0,26,True
1868,68,68,8,963,2,7,2,0,False,0,0,26,True
1869,69,69,21,984,5,5,2,3,True,0,0,26,False
1870,70,70,22,1006,2,2,2,0,True,0,0,26,True
1871,71,71,11,1017,1,3,2,2,False,0,0,26,True
1872,72,72,17,1034,3,3,2,1,True,0,0,26,True
1873,73,73,11,1045,1,7,2,2,False,0,0,26,True
1874,74,74,23,1068,2,3,2,0,False,0,0,26,True
1875,75,75,14,1082,2,3,2,0,False,0,0,26,True
1876,76,76,11,1093,5,0,2,3,False,0,0,26,True
1877,77,77,20,1113,3,3,2,1,True,0,0,26,True
1878,78,78,15,1128,2,2,2,0,True,0,0,26,True
1879,79,79,19,1147,6,7,2,3,False,0,0,26,True
1880,80,80,15,1162,2,0,2,0,False,1,4,26,True
1881,81,81,11,1173,1,3,2,2,False,0,0,26,False
1882,82,82,18,1191,1,1,2,2,True,0,0,26,True
1883,83,83,12,1203,3,0,2,1,False,0,0,26,True
1884,84,84,12,1215,6,7,2,3,False,0,0,26,True
1885,85,85,13,1228,1,0,2,2,False,0,0,26,False
1886,86,86,19,1247,3,3,2,1,True,0,0,26,True
1887,87,87,11,1258,6,7,2,3,False,0,0,26,True
1888,88,88,8,1266,2,0,2,0,False,0,0,26,True
1889,89,89,18,1284,1,0,2,2,False,0,0,26,True
1890,90,90,13,1297,2,2,2,0,True,0,0,26,True
1891,91,91,20,1317,2,2,2,0,True,0,0,26,True
1892,92,92,13,1330,1,0,2,2,False,0,0,26,True
1893,93,93,18,1348,2,2,2,0,True,0,0,26,True
1894,94,94,23,1371,2,2,2,0,True,0,0,26,True
1895,95,95,13,1384,2,7,2,0,False,0,0,26,True
1896,96,96,16,1400,1,0,2,2,False,0,0,26,True
1897,97,97,18,1418,2,2,2,0,True,0,0,26,True
1898,98,98,22,1440,3,3,2,1,True,0,0,26,True
1899,99,99,19,1459,2,0,2,0,False,0,0,26,True
1900,0,0,9,9,2,1,3,1,False,0,0,27,True
1901,1,1,13,22,4,7,3,3,False,0,0,27,True
1902,2,2,14,36,3,1,3,0,False,0,0,27,True
1903,3,3,8,44,3,1,3,0,False,0,0,27,True
1904,4,4,19,63,3,0,3,0,False,0,0,27,True
1905,5,5,11,74,3,3,3,0,True,0,0,27,True
1906,6,6,10,84,3,3,3,0,True,0,0,27,True
1907,7,7,20,104,2,3,3,1,False,0,0,27,True
1908,8,8,20,124,3,3,3,0,True,0,0,27,True
1909,9,9,16,140,3,3,3,0,True,0,0,27,True
1910,10,10,11,151,1,1,3,2,True,0,0,27,True
1911,11,11,16,167,3,3,3,0,True,0,0,27,True
1912,12,12,17,184,3,2,3,0,False,0,0,27,True
1913,13,13,10,194,2,3,3,1,False,0,0,27,True
1914,14,14,18,212,2,2,3,1,True,0,0,27,True
